StringID,Type,x_normalized,y_normalized
D0,d,0.42857142857142855,0.4845360824742268
S0,f,0.42857142857142855,0.4845360824742268
S1,f,0.7428571428571429,0.5051546391752577
S2,f,0.9047619047619048,0.5360824742268041
S3,f,0.5714285714285714,0.7835051546391752
S4,f,0.7047619047619048,0.8865979381443299
S5,f,0.3523809523809524,0.7938144329896907
S6,f,0.41904761904761906,0.9587628865979382
S7,f,0.26666666666666666,0.7938144329896907
S8,f,0.08571428571428572,0.8247422680412371
S9,f,0.21904761904761905,0.5670103092783505
S10,f,0.05714285714285714,0.5463917525773195
S11,f,0.17142857142857143,0.28865979381443296
S12,f,0.0,0.36082474226804123
S13,f,0.29523809523809524,0.35051546391752575
S14,f,0.3142857142857143,0.10309278350515463
S15,f,0.41904761904761906,0.28865979381443296
S16,f,0.5047619047619047,0.08247422680412371
S17,f,0.6095238095238096,0.14432989690721648
S18,f,0.7428571428571429,0.20618556701030927
S19,f,0.7523809523809524,0.29896907216494845
S20,f,0.9047619047619048,0.422680412371134
C89,c,0.580952380952381,0.6288659793814433
C76,c,0.9047619047619048,0.32989690721649484
C96,c,0.638095238095238,0.38144329896907214
C54,c,0.44761904761904764,0.07216494845360824
C41,c,0.38095238095238093,0.29896907216494845
C72,c,0.5523809523809524,0.27835051546391754
C34,c,0.12380952380952381,0.4329896907216495
C80,c,0.8571428571428571,0.2268041237113402
C88,c,0.6666666666666666,0.5876288659793815
C69,c,0.47619047619047616,0.32989690721649484
C37,c,0.06666666666666667,0.38144329896907214
C99,c,0.5714285714285714,0.7938144329896907
C82,c,0.7619047619047619,0.5360824742268041
C24,c,0.2857142857142857,0.4845360824742268
C66,c,0.49523809523809526,0.32989690721649484
C86,c,0.6761904761904762,0.5360824742268041
C100,c,0.5714285714285714,0.845360824742268
C38,c,0.047619047619047616,0.38144329896907214
C84,c,0.7142857142857143,0.5670103092783505
C42,c,0.3619047619047619,0.29896907216494845
C25,c,0.2571428571428571,0.6494845360824743
C17,c,0.21904761904761905,0.7422680412371134
C49,c,0.5047619047619047,0.17525773195876287
C90,c,0.6190476190476191,0.5360824742268041
C53,c,0.4666666666666667,0.020618556701030927
C71,c,0.9523809523809523,0.32989690721649484
C22,c,0.3142857142857143,0.5051546391752577
C23,c,0.18095238095238095,0.6494845360824743
C78,c,0.7904761904761904,0.38144329896907214
C59,c,0.4095238095238095,0.07216494845360824
C55,c,0.44761904761904764,0.12371134020618557
C48,c,0.3904761904761905,0.38144329896907214
C4,c,0.6190476190476191,0.6494845360824743
C58,c,0.4095238095238095,0.020618556701030927
C95,c,0.638095238095238,0.7938144329896907
C13,c,0.2571428571428571,0.7422680412371134
C9,c,0.3142857142857143,0.6907216494845361
C67,c,0.49523809523809526,0.38144329896907214
C83,c,0.7333333333333333,0.5360824742268041
C45,c,0.3333333333333333,0.27835051546391754
C63,c,0.5238095238095238,0.38144329896907214
C3,c,0.638095238095238,0.6804123711340206
C77,c,0.7333333333333333,0.4329896907216495
C19,c,0.19047619047619047,0.7938144329896907
C91,c,0.6190476190476191,0.5876288659793815
C2,c,0.47619047619047616,0.6907216494845361
C98,c,0.6,0.7422680412371134
C39,c,0.047619047619047616,0.4329896907216495
C32,c,0.14285714285714285,0.38144329896907214
C12,c,0.2857142857142857,0.845360824742268
