StringID,Type,x_normalized,y_normalized
D0,d,0.42857142857142855,0.4845360824742268
S0,f,0.42857142857142855,0.4845360824742268
S1,f,0.7428571428571429,0.5051546391752577
S2,f,0.9047619047619048,0.5360824742268041
S3,f,0.5714285714285714,0.7835051546391752
S4,f,0.7047619047619048,0.8865979381443299
S5,f,0.3523809523809524,0.7938144329896907
S6,f,0.41904761904761906,0.9587628865979382
S7,f,0.26666666666666666,0.7938144329896907
S8,f,0.08571428571428572,0.8247422680412371
S9,f,0.21904761904761905,0.5670103092783505
S10,f,0.05714285714285714,0.5463917525773195
S11,f,0.17142857142857143,0.28865979381443296
S12,f,0.0,0.36082474226804123
S13,f,0.29523809523809524,0.35051546391752575
S14,f,0.3142857142857143,0.10309278350515463
S15,f,0.41904761904761906,0.28865979381443296
S16,f,0.5047619047619047,0.08247422680412371
S17,f,0.6095238095238096,0.14432989690721648
S18,f,0.7428571428571429,0.20618556701030927
S19,f,0.7523809523809524,0.29896907216494845
S20,f,0.9047619047619048,0.422680412371134
C83,c,0.4,0.28865979381443296
C10,c,0.14285714285714285,0.38144329896907214
C70,c,0.38095238095238093,0.6804123711340206
C67,c,0.6571428571428571,0.4020618556701031
C96,c,0.5714285714285714,0.5257731958762887
C94,c,0.5904761904761905,0.4639175257731959
C56,c,0.5238095238095238,0.32989690721649484
C23,c,0.4095238095238095,0.020618556701030927
C4,c,0.23809523809523808,0.7938144329896907
C76,c,0.6190476190476191,0.09278350515463918
C45,c,0.23809523809523808,0.8144329896907216
C12,c,0.12380952380952381,0.4329896907216495
C59,c,0.14285714285714285,0.17525773195876287
C74,c,0.23809523809523808,0.17525773195876287
C8,c,0.19047619047619047,0.7938144329896907
C38,c,0.638095238095238,0.7938144329896907
C18,c,0.4666666666666667,0.020618556701030927
C58,c,0.19047619047619047,0.07216494845360824
C37,c,0.6666666666666666,0.8144329896907216
C93,c,0.6285714285714286,0.5051546391752577
C43,c,0.5714285714285714,0.845360824742268
C51,c,0.5714285714285714,0.17525773195876287
C73,c,0.06666666666666667,0.5876288659793815
C32,c,0.8761904761904762,0.27835051546391754
C34,c,0.8571428571428571,0.32989690721649484
